run,number_of_clones,number_of_reads
860011286_TCRB.tsv.txt,258128,487395
KH20-09980_TCRB.tsv.txt,229039,531536
ADIRP0000289_TCRB.tsv.txt,806204,1123377
860011245_TCRB.tsv.txt,42356,61528
860011225_TCRB.tsv.txt,72101,314393
BS-GIGI_41-replacement_TCRB.tsv.txt,73009,316775
BS-EQ-43-T0-replacement_TCRB.tsv.txt,44213,71549
INCOV016-AC-5_TCRB.tsv.txt,129388,269964
BS-HS-0188_TCRB.tsv.txt,130124,219867
977-NC-1268_TCRB.tsv.txt,236805,535147
KH20-11292_TCRB.tsv.txt,136303,261496
ADIRP0002444_TCRB.tsv.txt,275446,430755
550041250_TCRB.tsv.txt,143440,481555
ADIRP0001865_TCRB.tsv.txt,751383,985062
BS-HS-05_TCRB.tsv.txt,37001,60511
ADIRP0000376_TCRB.tsv.txt,714960,995906
BS-EQ-44-T1-replacement_TCRB.tsv.txt,6409,47070
KH20-09948_TCRB.tsv.txt,80200,198920
550042239_TCRB.tsv.txt,263635,481445
KHBR20-00136_TCRB.tsv.txt,199833,329279
KH20-11675_TCRB.tsv.txt,79565,119961
860011351_TCRB.tsv.txt,368303,505774
KH20-09706_TCRB.tsv.txt,461621,663308
KH20-09968_TCRB.tsv.txt,289284,418070
860011106_TCRB.tsv.txt,543528,929243
BS-HS-100_TCRB.tsv.txt,47596,56598
860011497_TCRB.tsv.txt,262879,421796
860011490_TCRB.tsv.txt,137761,182890
INCOV041-AC-3_TCRB.tsv.txt,352280,480110
1008_TCRB.tsv.txt,114364,161718
860011212_TCRB.tsv.txt,186036,272178
BS-GIGI_23-replacement_TCRB.tsv.txt,12164,15607
INCOV007-CV-3_TCRB.tsv.txt,425666,754379
ADIRP0001657_TCRB.tsv.txt,386470,628464
BS-GIGI_06-replacement_TCRB.tsv.txt,40203,161342
KH20-11668_TCRB.tsv.txt,381551,584885
INCOV026-AC-3_TCRB.tsv.txt,435638,508591
INCOV014-BL-5_TCRB.tsv.txt,164687,439259
KH20-09680_TCRB.tsv.txt,61929,100579
1566837BW_TCRB.tsv.txt,310890,502901
1017_TCRB.tsv.txt,515707,1181443
KH20-09659_TCRB.tsv.txt,250126,707499
ADIRP0000023_TCRB.tsv.txt,550116,824218
BS-GN-0005-T0-replacement_TCRB.tsv.txt,98570,191063
KH20-09676_TCRB.tsv.txt,39341,69722
ADIRP0002425_TCRB.tsv.txt,311225,606929
BS-GIGI_74-replacement_TCRB.tsv.txt,101733,146301
INCOV063-BL-3_TCRB.tsv.txt,324986,840863
860011255_TCRB.tsv.txt,637395,1013558
KH20-09976_TCRB.tsv.txt,301934,772592
ADIRP0001555_TCRB.tsv.txt,414083,749552
860011259_TCRB.tsv.txt,350090,478278
550041288_TCRB.tsv.txt,167734,258259
ADIRP0000356_TCRB.tsv.txt,687069,905109
1009-EKB-156_TCRB.tsv.txt,268461,539663
KH20-11815_TCRB.tsv.txt,218055,307225
860011217_TCRB.tsv.txt,235162,404528
KH20-09992_TCRB.tsv.txt,168315,614744
1569039BW_TCRB.tsv.txt,502107,842256
KH20-09747_TCRB.tsv.txt,79964,611789
BS-HS-23_TCRB.tsv.txt,52572,65817
860011127_TCRB.tsv.txt,151759,378860
BS-GIGI_46-replacement_TCRB.tsv.txt,30358,43368
BS-GIGI_26-replacement_TCRB.tsv.txt,124401,563981
KH20-09732_TCRB.tsv.txt,83694,227098
KHBR20-00164_TCRB.tsv.txt,1291584,1555352
860011274_TCRB.tsv.txt,190999,460045
860011493_TCRB.tsv.txt,27662,59811
110047437_TCRB.tsv.txt,71521,109153
BS-GIGI_68-replacement_TCRB.tsv.txt,18908,42581
550042547_TCRB.tsv.txt,239960,797249
BS-GN-0011-T0-replacement_TCRB.tsv.txt,83664,141194
ADIRP0000767_TCRB.tsv.txt,608626,1433478
BS-GIGI_67-replacement_TCRB.tsv.txt,191977,309715
KHBR20-00150_TCRB.tsv.txt,11069,15132
KH20-11673_TCRB.tsv.txt,212839,420217
1256-CI-238_TCRB.tsv.txt,151929,251867
ADIRP0000923_TCRB.tsv.txt,470172,855464
KH20-09999_TCRB.tsv.txt,152648,287447
ADIRP0002034_TCRB.tsv.txt,312536,571079
BS-GIGI_73-replacement_TCRB.tsv.txt,7513,9644
INCOV051-AC-3_TCRB.tsv.txt,175888,265594
INCOV049-BL-3_TCRB.tsv.txt,308748,511249
KHBR20-00131_TCRB.tsv.txt,207749,647026
712387BW_TCRB.tsv.txt,504169,671889
1023_TCRB.tsv.txt,29951,53055
BS-EQ-12-T2-replacement_TCRB.tsv.txt,45239,78086
KHBR20-00123_TCRB.tsv.txt,119592,164655
860011253_TCRB.tsv.txt,567229,858489
BS-HS-39_TCRB.tsv.txt,138531,190202
BS-HS-03_TCRB.tsv.txt,19012,24331
BS-EQ-0002-T1-replacement_TCRB.tsv.txt,20025,120632
BS-GIGI_34-replacement_TCRB.tsv.txt,101615,148639
5876BW_TCRB.tsv.txt,126817,428317
KH20-09979_TCRB.tsv.txt,276856,980043
ADIRP0000066_TCRB.tsv.txt,352478,553064
1004_TCRB.tsv.txt,76413,200817
BS-HS-58_TCRB.tsv.txt,27282,36619
ADIRP0001110_TCRB.tsv.txt,463524,640808
BS-EQ-0026-T0-replacement_TCRB.tsv.txt,74932,100911
KH20-09961_TCRB.tsv.txt,229516,587276
INCOV062-BL-3_TCRB.tsv.txt,331515,736491
5386BW_TCRB.tsv.txt,453597,754261
860011222_TCRB.tsv.txt,366273,907635
ADIRP0000439_TCRB.tsv.txt,383892,714685
860011214_TCRB.tsv.txt,59671,89931
KH20-09945_TCRB.tsv.txt,118975,298886
KH20-11674_TCRB.tsv.txt,288498,664536
INCOV080-AC-3_TCRB.tsv.txt,131273,434264
BS-HS-214_TCRB.tsv.txt,95633,123004
KH20-09713_TCRB.tsv.txt,482339,998089
KH20-09696_TCRB.tsv.txt,128522,180760
KH20-09963_TCRB.tsv.txt,106109,174397
550042377_TCRB.tsv.txt,98612,129839
INCOV048-BL-3_TCRB.tsv.txt,237810,381382
KH20-09671_TCRB.tsv.txt,36387,461890
INCOV002-AC-5_TCRB.tsv.txt,276826,385936
KH20-09949_TCRB.tsv.txt,87290,176800
BS-GIGI_22-replacement_TCRB.tsv.txt,45584,113644
BS-GIGI_57-replacement_TCRB.tsv.txt,57630,66225
ADIR0000093_TCRB.tsv.txt,268056,369619
ADIRP0001311_TCRB.tsv.txt,419231,614712
KHBR20-00177_TCRB.tsv.txt,131809,161982
4251BW_TCRB.tsv.txt,240765,637282
KH20-11679_TCRB.tsv.txt,502654,919829
INCOV080-BL-3_TCRB.tsv.txt,120303,359644
INCOV086-AC-3_TCRB.tsv.txt,41017,97268
ADIRP0000187_TCRB.tsv.txt,288087,512774
550042607_TCRB.tsv.txt,51740,317120
BS-GIGI_70-replacement_TCRB.tsv.txt,98134,130301
KH20-11671_TCRB.tsv.txt,131481,506421
KH20-11644_TCRB.tsv.txt,558568,851747
ADIRP0002010_TCRB.tsv.txt,438975,665637
1566486BW_TCRB.tsv.txt,654508,873528
BS-HS-185_TCRB.tsv.txt,115680,263973
KH20-09689_TCRB.tsv.txt,247776,369514
860011207_TCRB.tsv.txt,112516,551838
BS-GN-01-T0-replacement_TCRB.tsv.txt,60329,102780
INCOV027-CV-3_TCRB.tsv.txt,672445,1150264
ADIRP0001764_TCRB.tsv.txt,363211,677337
KH20-09735_TCRB.tsv.txt,111233,171101
1568094BW_TCRB.tsv.txt,344690,546390
BS-GIGI_81-replacement_TCRB.tsv.txt,67158,123057
KH20-11664_TCRB.tsv.txt,351793,985745
ADIRP0002497_TCRB.tsv.txt,635103,875509
1042_TCRB.tsv.txt,256352,2328787
KH20-09673_TCRB.tsv.txt,66485,159013
P0008108_TCRB.tsv.txt,132194,177856
KH20-09718_TCRB.tsv.txt,160995,330595
BS-GIGI_86-replacement_TCRB.tsv.txt,14724,133583
ADIRP0000539_TCRB.tsv.txt,527658,746302
KH20-09956_TCRB.tsv.txt,181627,257745
550043908_TCRB.tsv.txt,156970,476279
BS-HS-0203_TCRB.tsv.txt,24532,36119
BS-HS-97_TCRB.tsv.txt,24599,47384
860011203_TCRB.tsv.txt,189576,405341
BS-GIGI_65-replacement_TCRB.tsv.txt,45470,109697
KHBR20-00161_TCRB.tsv.txt,91820,140843
BS-HS-156_TCRB.tsv.txt,25412,31846
BS-HS-193_TCRB.tsv.txt,206564,263349
KHBR20-00127_TCRB.tsv.txt,165354,200697
1253-DSGV-556_TCRB.tsv.txt,139490,271442
INCOV077-AC-3_TCRB.tsv.txt,623043,1138729
INCOV032-BL-3_TCRB.tsv.txt,112602,245119
ADIRP0002433_TCRB.tsv.txt,409356,643839
1044_TCRB.tsv.txt,177031,436691
BS-GIGI_79-replacement_TCRB.tsv.txt,84426,139292
860011311_TCRB.tsv.txt,416215,915289
1063_TCRB.tsv.txt,111726,2116825
BS-EQ-37-T0-replacement_TCRB.tsv.txt,55477,91006
KHBR20-00141_TCRB.tsv.txt,82490,251720
1049_TCRB.tsv.txt,97369,212318
3765BW_TCRB.tsv.txt,426566,678837
860011206_TCRB.tsv.txt,114040,410693
ADIRP0000292_TCRB.tsv.txt,280284,855110
ADIRP0000447_TCRB.tsv.txt,375332,579514
BS-HS-171_TCRB.tsv.txt,267790,388106
BS-EQ-0009-T2-replacement_TCRB.tsv.txt,11849,20974
1037_TCRB.tsv.txt,253399,642044
BS-GN-13-T0-replacement_TCRB.tsv.txt,36285,58518
KH20-11695_TCRB.tsv.txt,111188,212374
BS-HS-24_TCRB.tsv.txt,16233,32481
ADIRP0001032_TCRB.tsv.txt,305978,949761
860011202_TCRB.tsv.txt,64241,145599
550041173_TCRB.tsv.txt,455200,855933
BS-HS-12_TCRB.tsv.txt,55739,89843
550043943_TCRB.tsv.txt,54060,243445
1566913BW_TCRB.tsv.txt,431173,629551
BS-HS-0179_TCRB.tsv.txt,25227,401853
KHBR20-00104_TCRB.tsv.txt,492428,668040
KHBR20-00148_TCRB.tsv.txt,87464,171679
860011317_TCRB.tsv.txt,343099,691779
INCOV019-AC-5_TCRB.tsv.txt,225973,500490
KH20-11657_TCRB.tsv.txt,189056,441441
BS-GIGI_45-replacement_TCRB.tsv.txt,73018,127885
1010-MG-251_TCRB.tsv.txt,47275,198528
BS-HS-190_TCRB.tsv.txt,118916,150916
KH20-09697_TCRB.tsv.txt,16989,32242
KHBR20-00109_TCRB.tsv.txt,192586,285540
KH20-11689_TCRB.tsv.txt,285185,390061
BS-HS-219_TCRB.tsv.txt,124636,244712
860011350_TCRB.tsv.txt,299494,585691
550041314_TCRB.tsv.txt,108194,269549
KHBR20-00130_TCRB.tsv.txt,90579,134397
KH20-09990_TCRB.tsv.txt,228683,377607
BS-HS-222_TCRB.tsv.txt,235122,408927
ADIRP0000341_TCRB.tsv.txt,316307,630995
INCOV012-CV-3_TCRB.tsv.txt,336330,632672
INCOV003-AC-5_TCRB.tsv.txt,411218,507738
KH20-09971_TCRB.tsv.txt,173019,217745
860011216_TCRB.tsv.txt,19453,46372
860011254_TCRB.tsv.txt,385323,548644
INCOV036-BL-3_TCRB.tsv.txt,127488,152649
1132-BL-340_TCRB.tsv.txt,145968,243465
INCOV067-BL-3_TCRB.tsv.txt,338306,688141
KH20-11305_TCRB.tsv.txt,125193,169336
INCOV033-BL-3_TCRB.tsv.txt,85306,644597
KHBR20-00196_TCRB.tsv.txt,134903,193872
INCOV066-AC-3_TCRB.tsv.txt,365773,1585532
1046_TCRB.tsv.txt,64006,642528
BS-EQ-25-T0-replacement_TCRB.tsv.txt,23638,36231
INCOV022-AC-3_TCRB.tsv.txt,191188,229756
BS-GIGI_72-replacement_TCRB.tsv.txt,55592,68998
KHBR20-00125_TCRB.tsv.txt,298094,385649
BS-HS-56_TCRB.tsv.txt,57393,74205
KH20-11293_TCRB.tsv.txt,463648,731664
BS-GIGI_18-replacement_TCRB.tsv.txt,49006,63685
BS-EQ-33-T1-replacement_TCRB.tsv.txt,120450,210055
1015_TCRB.tsv.txt,71553,143237
KHBR20-00106_TCRB.tsv.txt,63035,108833
860011447_TCRB.tsv.txt,260290,641605
BS-HS-84_TCRB.tsv.txt,29601,49230
INCOV045-BL-3_TCRB.tsv.txt,554730,679086
BS-GIGI_10-replacement_TCRB.tsv.txt,58701,105308
BS-HS-129_TCRB.tsv.txt,139462,251242
550042210_TCRB.tsv.txt,269522,350567
BS-HS-157_TCRB.tsv.txt,29605,64855
ADIRP0001950_TCRB.tsv.txt,351052,1111839
KH20-09656_TCRB.tsv.txt,336217,483744
KH20-11658_TCRB.tsv.txt,285115,391040
860011126_TCRB.tsv.txt,97902,131398
550042526_TCRB.tsv.txt,88820,157365
860011324_TCRB.tsv.txt,50778,78142
860011283_TCRB.tsv.txt,159803,820832
1055_TCRB.tsv.txt,100606,207368
BS-EQ-0008-T1-replacement_TCRB.tsv.txt,73636,87024
1053_TCRB.tsv.txt,482119,916726
KH20-11700_TCRB.tsv.txt,482983,719989
BS-GIGI_48-replacement_TCRB.tsv.txt,158776,208539
550042640_TCRB.tsv.txt,113493,176327
ADIRP0000875_TCRB.tsv.txt,641569,948955
BS-HS-209_TCRB.tsv.txt,395395,1057432
550043995_TCRB.tsv.txt,128150,197159
860011316_TCRB.tsv.txt,145437,214628
994-CR-660_TCRB.tsv.txt,82044,219532
1240-AS-852_TCRB.tsv.txt,177538,460878
ADIRP0002392_TCRB.tsv.txt,310446,523091
3943BW_TCRB.tsv.txt,248351,566877
INCOV044-BL-3_TCRB.tsv.txt,311237,446643
860011325_TCRB.tsv.txt,138626,262914
BS-HS-46_TCRB.tsv.txt,133032,230506
KHBR20-00188_TCRB.tsv.txt,129105,282302
860011221_TCRB.tsv.txt,32617,202398
BS-GIGI_58-replacement_TCRB.tsv.txt,79902,183120
KH20-09719_TCRB.tsv.txt,423443,682999
INCOV006-CV-3_TCRB.tsv.txt,264885,595183
1566265BW_TCRB.tsv.txt,539227,938143
INCOV074-AC-3_TCRB.tsv.txt,456004,690469
KH20-11683_TCRB.tsv.txt,52344,485386
INCOV078-BL-3_TCRB.tsv.txt,805276,1168507
ADIRP0002104_TCRB.tsv.txt,304714,618950
ADRIP0000160_TCRB.tsv.txt,573421,1085843
KHBR20-00139_TCRB.tsv.txt,223203,580974
1002_TCRB.tsv.txt,426198,913546
860011133_TCRB.tsv.txt,14624,20251
ADIRP0001217_TCRB.tsv.txt,286483,484254
1133-CG-840_TCRB.tsv.txt,28171,72985
ADIRP0001185_TCRB.tsv.txt,501862,678252
550041390_TCRB.tsv.txt,114761,612895
KHBR20-00126_TCRB.tsv.txt,100819,128295
585189BW_TCRB.tsv.txt,189788,330235
ADIRP0000174_TCRB.tsv.txt,327237,610919
BS-HS-54_TCRB.tsv.txt,20802,49255
KHBR20-00122_TCRB.tsv.txt,234478,403940
BS-HS-210_TCRB.tsv.txt,92415,122924
INCOV039-BL-3_TCRB.tsv.txt,548285,799787
860011237_TCRB.tsv.txt,8168,43658
550042550_TCRB.tsv.txt,92217,446118
KHBR20-00090_TCRB.tsv.txt,89116,131810
BS-HS-22_TCRB.tsv.txt,5877,6492
860011383_TCRB.tsv.txt,160296,445191
860011275_TCRB.tsv.txt,227589,593369
INCOV005-BL-5_TCRB.tsv.txt,60564,100316
1566449BW_TCRB.tsv.txt,458749,689034
BS-HS-47_TCRB.tsv.txt,81885,135645
KH20-11298_TCRB.tsv.txt,129245,303029
BS-HS-140_TCRB.tsv.txt,84810,116237
BS-GN-0014-T0-replacement_TCRB.tsv.txt,116830,155260
BS-HS-30_TCRB.tsv.txt,34269,48694
KHBR20-00080_TCRB.tsv.txt,221173,290142
INCOV012-AC-5_TCRB.tsv.txt,404453,790393
860011287_TCRB.tsv.txt,33098,90655
BS-HS-119_TCRB.tsv.txt,25164,63753
ADIRP0001674_TCRB.tsv.txt,358945,875828
BS-HS-43_TCRB.tsv.txt,30379,39978
ADIRP0001427_TCRB.tsv.txt,440431,796373
ADIRP0000710_TCRB.tsv.txt,333586,629272
860011359_TCRB.tsv.txt,200721,741508
INCOV042-BL-3_TCRB.tsv.txt,462550,579107
1566510BW_TCRB.tsv.txt,485591,687794
KH20-11684_TCRB.tsv.txt,312679,472457
KHBR20-00204_TCRB.tsv.txt,148491,214448
1054_TCRB.tsv.txt,677181,1168337
860011328_TCRB.tsv.txt,105481,199920
KH20-09982_TCRB.tsv.txt,144649,235968
KH20-09669_TCRB.tsv.txt,233139,344900
BS-GIGI_47-replacement_TCRB.tsv.txt,17689,31080
KH20-09996_TCRB.tsv.txt,95865,341908
BS-HS-121_TCRB.tsv.txt,52605,180316
KH20-11661_TCRB.tsv.txt,211083,360785
860011330_TCRB.tsv.txt,589560,837213
681365BW_TCRB.tsv.txt,296225,441504
BS-HS-29_TCRB.tsv.txt,63570,97734
BS-GIGI_54-replacement_TCRB.tsv.txt,34790,51602
550041393_TCRB.tsv.txt,220198,329058
1007_TCRB.tsv.txt,164664,573825
BS-HS-40_TCRB.tsv.txt,15143,44221
860011132_TCRB.tsv.txt,162004,216200
ADIRP0002668_TCRB.tsv.txt,280182,521573
BS-EQ-33-T3-replacement_TCRB.tsv.txt,138705,220473
1471-CS-155_TCRB.tsv.txt,135206,285548
860011258_TCRB.tsv.txt,531462,1106511
KH20-11302_TCRB.tsv.txt,200508,306642
INCOV066-BL-3_TCRB.tsv.txt,418168,886841
KH20-09655_TCRB.tsv.txt,63884,82385
KH20-09674_TCRB.tsv.txt,85540,147728
BS-EQ-39-T0-replacement_TCRB.tsv.txt,108299,175586
BS-GN-0009-T0-replacement_TCRB.tsv.txt,166947,191764
BS-EQ-0023-T0-replacement_TCRB.tsv.txt,90136,151448
INCOV047-BL-3_TCRB.tsv.txt,271434,360470
860011229_TCRB.tsv.txt,105876,290930
KH20-11649_TCRB.tsv.txt,258484,333702
860011250_TCRB.tsv.txt,440230,958311
550043973_TCRB.tsv.txt,132700,233789
550043940_TCRB.tsv.txt,114046,146049
BS-HS-218_TCRB.tsv.txt,9557,124052
INCOV042-CV-3_TCRB.tsv.txt,226434,292622
BS-EQ-34-T1-replacement_TCRB.tsv.txt,126574,264169
550043927_TCRB.tsv.txt,167230,272113
BS-GIGI_50-replacement_TCRB.tsv.txt,46750,102152
BS-GIGI_08-replacement_TCRB.tsv.txt,78938,138196
KHBR20-00154_TCRB.tsv.txt,223041,787588
BS-GIGI_21-replacement_TCRB.tsv.txt,21802,48046
INCOV076-BL-3_TCRB.tsv.txt,322005,860106
550041125_TCRB.tsv.txt,92123,149996
ADIRP0000899_TCRB.tsv.txt,548999,751671
INCOV029-AC-3_TCRB.tsv.txt,266184,451318
860011377_TCRB.tsv.txt,108665,415874
ADIRP0002002_TCRB.tsv.txt,423965,534059
ADIRP0000752_TCRB.tsv.txt,413899,683737
ADIRP0000362_TCRB.tsv.txt,652278,1067613
BS-EQ-0028-T0-replacement_TCRB.tsv.txt,177343,243242
BS-GIGI_37-replacement_TCRB.tsv.txt,193349,271113
860011313_TCRB.tsv.txt,151266,306275
550042442_TCRB.tsv.txt,191477,659925
KHBR20-00084_TCRB.tsv.txt,200515,509812
860011312_TCRB.tsv.txt,139553,654074
1040_TCRB.tsv.txt,113711,309610
BS-HS-63_TCRB.tsv.txt,20990,31773
1566984BW_TCRB.tsv.txt,213703,399928
KH20-09677_TCRB.tsv.txt,125979,172308
1012_TCRB.tsv.txt,200278,351311
550043167_TCRB.tsv.txt,173291,322883
BS-EQ-0006-T2-replacement_TCRB.tsv.txt,6209,8023
BS-EQ-26-T1-replacement_TCRB.tsv.txt,178740,224363
550042400_TCRB.tsv.txt,193195,747970
ADIRP0002520_TCRB.tsv.txt,487283,670572
860011236_TCRB.tsv.txt,334890,818188
BS-HS-02_TCRB.tsv.txt,80442,111930
BS-HS-221_TCRB.tsv.txt,75221,98972
1058_TCRB.tsv.txt,98145,213373
ADIR0000021_TCRB.tsv.txt,461709,656974
INCOV070-BL-3_TCRB.tsv.txt,125391,163086
KH20-09699_TCRB.tsv.txt,286106,348160
ADIRP0002436_TCRB.tsv.txt,363988,674341
ADIRP0002279_TCRB.tsv.txt,328559,413711
BS-EQ-1-T2-replacement_TCRB.tsv.txt,99416,194486
1027_TCRB.tsv.txt,260610,392795
BS-EQ-0017-T0-replacement_TCRB.tsv.txt,71674,120626
860011338_TCRB.tsv.txt,153576,912725
BS-HS-0197_TCRB.tsv.txt,194781,269338
KH20-11637_TCRB.tsv.txt,116006,3461306
BS-HS-109_TCRB.tsv.txt,27447,43718
KHBR20-00172_TCRB.tsv.txt,111227,177664
KH20-09755_TCRB.tsv.txt,309649,541468
INCOV006-BL-5_TCRB.tsv.txt,156763,230424
1048_TCRB.tsv.txt,148574,278483
860011240_TCRB.tsv.txt,170978,300269
BS-HS-0174_TCRB.tsv.txt,10690,18093
INCOV037-BL-3_TCRB.tsv.txt,319469,612138
Q-E-replacement_TCRB.tsv.txt,113105,461519
860011290_TCRB.tsv.txt,186266,260065
INCOV059-AC-3_TCRB.tsv.txt,433933,827761
BS-GIGI_53-replacement_TCRB.tsv.txt,121994,146694
BS-HS-52_TCRB.tsv.txt,34254,61439
860011388_TCRB.tsv.txt,363270,699611
BS-HS-77_TCRB.tsv.txt,85605,155110
860011281_TCRB.tsv.txt,73439,533337
INCOV045-AC-3_TCRB.tsv.txt,738097,987342
KH20-09743_TCRB.tsv.txt,280741,492470
INCOV028-AC-3_TCRB.tsv.txt,56900,85620
ADIRP0002340_TCRB.tsv.txt,457478,662291
860011238_TCRB.tsv.txt,201736,352696
860011260_TCRB.tsv.txt,675514,1014653
INCOV036-AC-3_TCRB.tsv.txt,81803,92763
BS-HS-217_TCRB.tsv.txt,180081,498462
BS-EQ-0002-T2-replacement_TCRB.tsv.txt,25226,158160
7972BW_TCRB.tsv.txt,215360,314429
860011139_TCRB.tsv.txt,191031,254562
ADIRP0002301_TCRB.tsv.txt,562427,879075
860011110_TCRB.tsv.txt,56203,64959
860011349_TCRB.tsv.txt,100627,349748
BS-HS-73_TCRB.tsv.txt,25541,35539
550042395_TCRB.tsv.txt,204141,293471
ADIRP0001321_TCRB.tsv.txt,488828,683088
ADIRP0000129_TCRB.tsv.txt,512629,654555
KH20-11692_TCRB.tsv.txt,95746,137308
860011140_TCRB.tsv.txt,49285,125787
ADIRP0000258_TCRB.tsv.txt,416505,615691
BS-EQ-0022-T0-replacement_TCRB.tsv.txt,13319,21411
1247-DCM-727_TCRB.tsv.txt,203320,320282
KH20-09981_TCRB.tsv.txt,435521,786862
KHBR20-00193_TCRB.tsv.txt,68544,119335
550042183_TCRB.tsv.txt,128102,468347
BS-HS-0200_TCRB.tsv.txt,196518,264529
INCOV016-BL-5_TCRB.tsv.txt,109684,277019
BS-HS-21_TCRB.tsv.txt,2604,2808
ADIRP0001234_TCRB.tsv.txt,432771,668515
BS-HS-08_TCRB.tsv.txt,189305,282661
ADIRP0000190_TCRB.tsv.txt,350877,632731
KH20-11814_TCRB.tsv.txt,160669,379415
860011306_TCRB.tsv.txt,53896,341987
KH20-09952_TCRB.tsv.txt,135338,389736
BS-HS-125_TCRB.tsv.txt,77414,107088
INCOV071-AC-3_TCRB.tsv.txt,88503,202863
ADIRP0001875_TCRB.tsv.txt,317956,1217467
BS-HS-0176_TCRB.tsv.txt,186444,259868
550043986_TCRB.tsv.txt,92172,179764
860011122_TCRB.tsv.txt,451642,686793
BS-GIGI_29-replacement_TCRB.tsv.txt,77571,168976
BS-EQ-0021-T0-replacement_TCRB.tsv.txt,49540,70049
BS-GIGI_13-replacement_TCRB.tsv.txt,57564,71475
BS-GIGI_28-replacement_TCRB.tsv.txt,30474,90456
BS-HS-123_TCRB.tsv.txt,50284,92733
860011343_TCRB.tsv.txt,249295,587287
ADIRP0000499_TCRB.tsv.txt,320088,651051
BS-EQ-09-T1-replacement_TCRB.tsv.txt,12822,20487
860011117_TCRB.tsv.txt,86064,183252
KH20-11672_TCRB.tsv.txt,133684,179404
INCOV060-AC-3_TCRB.tsv.txt,513062,1068051
978-NA-155_TCRB.tsv.txt,95446,192098
BS-GIGI_69-replacement_TCRB.tsv.txt,78109,107231
860011138_TCRB.tsv.txt,380793,671705
ADIRP0001349_TCRB.tsv.txt,614276,930126
KH20-09947_TCRB.tsv.txt,135669,204786
BS-GN-0003-T0-replacement_TCRB.tsv.txt,173128,223343
ADIRP0000895_TCRB.tsv.txt,81125,114516
860011488_TCRB.tsv.txt,748835,1028679
ADIRP0000511_TCRB.tsv.txt,448737,1065538
KHBR20-00082_TCRB.tsv.txt,189810,248688
INCOV017-BL-5_TCRB.tsv.txt,111214,214922
BS-GN-0015-T0-replacement_TCRB.tsv.txt,11863,17525
