run,number_of_clones
770101790807_S4_L001.clonotypes.TRB.txt,7107
780001680807_S170_L002.clonotypes.TRB.txt,9491
210004080101_S67_L001.clonotypes.TRB.txt,30387
780008300807_S73_L001.clonotypes.TRB.txt,8645
500001320807_S82_L001.clonotypes.TRB.txt,7344
340003430808_S35_L001.clonotypes.TRB.txt,8358
690000370808_S24_L001.clonotypes.TRB.txt,12893
050002460101_S189_L002.clonotypes.TRB.txt,21524
050002040101_S123_L002.clonotypes.TRB.txt,10836
540003060808_S94_L001.clonotypes.TRB.txt,4226
470003430807_S177_L002.clonotypes.TRB.txt,15669
340003780808_S26_L001.clonotypes.TRB.txt,12717
550002940807_S1_L001.clonotypes.TRB.txt,5095
470001450807_S76_L001.clonotypes.TRB.txt,12835
330000460807_S75_L001.clonotypes.TRB.txt,20238
280001570807_S57_L001.clonotypes.TRB.txt,10532
780000760101_S36_L001.clonotypes.TRB.txt,19088
330001570101_S128_L002.clonotypes.TRB.txt,15209
630000020807_S151_L002.clonotypes.TRB.txt,20606
330001960808_S82_L001.clonotypes.TRB.txt,8056
540000450808_S163_L002.clonotypes.TRB.txt,8288
440000810101_S55_L001.clonotypes.TRB.txt,31127
260002950101_S7_L001.clonotypes.TRB.txt,14446
340003720808_S20_L001.clonotypes.TRB.txt,11214
540002740807_S26_L001.clonotypes.TRB.txt,10851
780005210101_S39_L001.clonotypes.TRB.txt,14329
440002110101_S180_L002.clonotypes.TRB.txt,17714
340003790808_S27_L001.clonotypes.TRB.txt,5267
780003340807_S45_L001.clonotypes.TRB.txt,11725
340003730808_S21_L001.clonotypes.TRB.txt,1795
520001830101_S107_L002.clonotypes.TRB.txt,16444
500002190807_S8_L001.clonotypes.TRB.txt,10619
470004390807_S2_L001.clonotypes.TRB.txt,7179
770101940807_S90_L001.clonotypes.TRB.txt,13566
540002750807_S34_L001.clonotypes.TRB.txt,4517
500000230101_S98_L002.clonotypes.TRB.txt,20389
770101150807_S159_L002.clonotypes.TRB.txt,17111
690000770101_S1_L001.clonotypes.TRB.txt,31047
440001020101_S79_L001.clonotypes.TRB.txt,44152
330002000808_S79_L001.clonotypes.TRB.txt,8555
630002270807_S184_L002.clonotypes.TRB.txt,18683
050000310808_S83_L001.clonotypes.TRB.txt,16098
540002120807_S95_L002.clonotypes.TRB.txt,4556
630001070807_S181_L002.clonotypes.TRB.txt,10864
050002290808_S117_L002.clonotypes.TRB.txt,9357
590001290101_S100_L002.clonotypes.TRB.txt,22623
210000150101_S184_L002.clonotypes.TRB.txt,15118
770102730807_S36_L001.clonotypes.TRB.txt,27252
780004740808_S76_L001.clonotypes.TRB.txt,9720
640002780101_S53_L001.clonotypes.TRB.txt,27591
330000130808_S23_L001.clonotypes.TRB.txt,10992
330000500808_S25_L001.clonotypes.TRB.txt,7780
330001180807_S138_L002.clonotypes.TRB.txt,13068
780004000807_S5_L001.clonotypes.TRB.txt,9493
770101970807_S12_L001.clonotypes.TRB.txt,7847
500004230101_S177_L002.clonotypes.TRB.txt,26243
340003740808_S24_L001.clonotypes.TRB.txt,10482
770101180807_S167_L002.clonotypes.TRB.txt,7692
250002500808_S111_L002.clonotypes.TRB.txt,12015
730000520101_S143_L002.clonotypes.TRB.txt,15484
550003210807_S54_L001.clonotypes.TRB.txt,17802
500003890808_S35_L001.clonotypes.TRB.txt,4548
770102010807_S96_L002.clonotypes.TRB.txt,2935
690000940807_S43_L001.clonotypes.TRB.txt,21864
330000380808_S21_L001.clonotypes.TRB.txt,5627
590002640101_S124_L002.clonotypes.TRB.txt,26988
670005530101_S127_L002.clonotypes.TRB.txt,19179
670005070101_S102_L002.clonotypes.TRB.txt,19151
340003810808_S28_L001.clonotypes.TRB.txt,15095
670004690101_S119_L002.clonotypes.TRB.txt,21955
340003660808_S15_L001.clonotypes.TRB.txt,24467
500001200807_S74_L001.clonotypes.TRB.txt,17046
050002630808_S113_L002.clonotypes.TRB.txt,9404
590002140808_S75_L001.clonotypes.TRB.txt,6971
460002780101_S137_L002.clonotypes.TRB.txt,39620
780004750808_S75_L001.clonotypes.TRB.txt,9090
550000620101_S139_L002.clonotypes.TRB.txt,29179
340003750808_S22_L001.clonotypes.TRB.txt,6520
520002210101_S178_L002.clonotypes.TRB.txt,17265
050000920808_S86_L001.clonotypes.TRB.txt,12203
630002350807_S93_L001.clonotypes.TRB.txt,14413
730003410101_S152_L002.clonotypes.TRB.txt,23753
250002590808_S99_L002.clonotypes.TRB.txt,6677
460000180808_S5_L001.clonotypes.TRB.txt,15442
500003920808_S34_L001.clonotypes.TRB.txt,6646
780005140808_S63_L001.clonotypes.TRB.txt,1896
540002760807_S42_L001.clonotypes.TRB.txt,18680
250002250101_S125_L002.clonotypes.TRB.txt,14991
590004410101_S163_L002.clonotypes.TRB.txt,31553
550003350807_S38_L001.clonotypes.TRB.txt,8156
330000390808_S24_L001.clonotypes.TRB.txt,8546
500003380101_S114_L002.clonotypes.TRB.txt,19452
590002490808_S80_L001.clonotypes.TRB.txt,6015
770102750807_S28_L001.clonotypes.TRB.txt,13843
590001680101_S148_L002.clonotypes.TRB.txt,16649
340003820808_S29_L001.clonotypes.TRB.txt,10209
500003940808_S50_L001.clonotypes.TRB.txt,3273
460002050808_S12_L001.clonotypes.TRB.txt,19525
340003670808_S16_L001.clonotypes.TRB.txt,10118
780005260808_S66_L001.clonotypes.TRB.txt,3333
770102430807_S155_L002.clonotypes.TRB.txt,14631
630001100807_S136_L002.clonotypes.TRB.txt,20543
330002110808_S88_L001.clonotypes.TRB.txt,22948
050001340808_S85_L001.clonotypes.TRB.txt,8265
780004020807_S91_L001.clonotypes.TRB.txt,16605
050003120808_S112_L002.clonotypes.TRB.txt,10674
500004290101_S161_L002.clonotypes.TRB.txt,16928
580001560101_S97_L002.clonotypes.TRB.txt,13730
340003690808_S19_L001.clonotypes.TRB.txt,2096
670004710808_S151_L002.clonotypes.TRB.txt,6001
780005270808_S64_L001.clonotypes.TRB.txt,1541
460002860101_S145_L002.clonotypes.TRB.txt,11535
770101230807_S175_L002.clonotypes.TRB.txt,18157
670004520808_S139_L002.clonotypes.TRB.txt,8076
460000280808_S4_L001.clonotypes.TRB.txt,10758
330000610808_S27_L001.clonotypes.TRB.txt,22111
670002100808_S125_L002.clonotypes.TRB.txt,13784
500003950808_S31_L001.clonotypes.TRB.txt,4801
590002560808_S82_L001.clonotypes.TRB.txt,7986
770103620807_S41_L001.clonotypes.TRB.txt,8058
690001150808_S16_L001.clonotypes.TRB.txt,19786
690000250808_S96_L001.clonotypes.TRB.txt,19252
440003800808_S90_L001.clonotypes.TRB.txt,9518
330002970808_S80_L001.clonotypes.TRB.txt,6471
340003760808_S23_L001.clonotypes.TRB.txt,17211
630001580807_S128_L002.clonotypes.TRB.txt,8422
670004890808_S153_L002.clonotypes.TRB.txt,9515
670005090101_S142_L002.clonotypes.TRB.txt,23948
520003590101_S115_L002.clonotypes.TRB.txt,18532
050003130808_S114_L002.clonotypes.TRB.txt,8736
670004970808_S144_L002.clonotypes.TRB.txt,9135
340003700808_S18_L001.clonotypes.TRB.txt,10272
630002730807_S78_L001.clonotypes.TRB.txt,21108
250002690101_S141_L002.clonotypes.TRB.txt,17061
670004530808_S155_L002.clonotypes.TRB.txt,8721
330000430808_S28_L001.clonotypes.TRB.txt,15035
460002220808_S13_L001.clonotypes.TRB.txt,12906
460000440808_S3_L001.clonotypes.TRB.txt,9099
330000640808_S26_L001.clonotypes.TRB.txt,8446
500003960808_S30_L001.clonotypes.TRB.txt,8624
590002660101_S156_L002.clonotypes.TRB.txt,24851
670002110808_S124_L002.clonotypes.TRB.txt,8034
050002340101_S181_L002.clonotypes.TRB.txt,11932
590003800808_S95_L001.clonotypes.TRB.txt,8739
250002810808_S105_L002.clonotypes.TRB.txt,22183
780008180808_S74_L001.clonotypes.TRB.txt,12459
770000030807_S65_L001.clonotypes.TRB.txt,7455
470002200808_S71_L001.clonotypes.TRB.txt,62954
500003670101_S106_L002.clonotypes.TRB.txt,17981
670004740101_S190_L002.clonotypes.TRB.txt,26411
330003110808_S81_L001.clonotypes.TRB.txt,8966
670004910808_S149_L002.clonotypes.TRB.txt,9843
460004470101_S129_L002.clonotypes.TRB.txt,21495
670004730808_S145_L002.clonotypes.TRB.txt,16907
460001280808_S9_L001.clonotypes.TRB.txt,5825
770104440807_S33_L001.clonotypes.TRB.txt,13381
670005340808_S138_L002.clonotypes.TRB.txt,8382
520004270101_S123_L002.clonotypes.TRB.txt,9104
590002090808_S77_L001.clonotypes.TRB.txt,6152
630003040808_S48_L001.clonotypes.TRB.txt,7679
500004310101_S146_L002.clonotypes.TRB.txt,19312
050003450808_S118_L002.clonotypes.TRB.txt,9626
580002170101_S105_L002.clonotypes.TRB.txt,21218
730003490101_S120_L002.clonotypes.TRB.txt,31040
670005490808_S141_L002.clonotypes.TRB.txt,10292
460001340101_S153_L002.clonotypes.TRB.txt,16223
670005150808_S177_L002.clonotypes.TRB.txt,14811
330000600808_S68_L001.clonotypes.TRB.txt,6292
670005360808_S163_L002.clonotypes.TRB.txt,6104
250002870808_S103_L002.clonotypes.TRB.txt,10500
770101520808_S102_L002.clonotypes.TRB.txt,22321
630001750807_S85_L001.clonotypes.TRB.txt,15453
260004180808_S94_L001.clonotypes.TRB.txt,11313
140000540808_S105_L002.clonotypes.TRB.txt,9747
520004340101_S162_L002.clonotypes.TRB.txt,10020
670004590808_S173_L002.clonotypes.TRB.txt,13618
630000290808_S124_L002.clonotypes.TRB.txt,7511
670004980808_S150_L002.clonotypes.TRB.txt,16688
670001240808_S185_L002.clonotypes.TRB.txt,14440
330000440808_S20_L001.clonotypes.TRB.txt,15881
590004420101_S179_L002.clonotypes.TRB.txt,33689
670002240808_S186_L002.clonotypes.TRB.txt,15073
460002230808_S14_L001.clonotypes.TRB.txt,17847
330000700808_S66_L001.clonotypes.TRB.txt,11402
460000110808_S7_L001.clonotypes.TRB.txt,16476
630002280808_S108_L002.clonotypes.TRB.txt,5265
050003560808_S115_L002.clonotypes.TRB.txt,10283
540002240808_S91_L001.clonotypes.TRB.txt,4758
780001190807_S161_L002.clonotypes.TRB.txt,12768
670004770808_S146_L002.clonotypes.TRB.txt,12834
730000550101_S151_L002.clonotypes.TRB.txt,43626
670005220808_S130_L002.clonotypes.TRB.txt,11974
330000620808_S72_L001.clonotypes.TRB.txt,9565
670004930808_S152_L002.clonotypes.TRB.txt,16476
140000670808_S102_L002.clonotypes.TRB.txt,8278
250002710101_S157_L002.clonotypes.TRB.txt,22768
500003870101_S169_L002.clonotypes.TRB.txt,17001
470002720808_S73_L001.clonotypes.TRB.txt,18737
330000450808_S22_L001.clonotypes.TRB.txt,6509
630001150808_S109_L002.clonotypes.TRB.txt,11736
590001270101_S171_L002.clonotypes.TRB.txt,15745
670001330808_S187_L002.clonotypes.TRB.txt,7675
260002830808_S80_L001.clonotypes.TRB.txt,2735
330000510808_S69_L001.clonotypes.TRB.txt,16453
590002150101_S172_L002.clonotypes.TRB.txt,41240
670005010808_S131_L002.clonotypes.TRB.txt,8640
460002020808_S17_L001.clonotypes.TRB.txt,19338
590002680101_S164_L002.clonotypes.TRB.txt,25667
670005610808_S190_L002.clonotypes.TRB.txt,14829
670005370808_S129_L002.clonotypes.TRB.txt,17171
670005140101_S158_L002.clonotypes.TRB.txt,32705
670005540808_S17_L001.clonotypes.TRB.txt,8212
670002290808_S184_L002.clonotypes.TRB.txt,9554
330000630808_S74_L001.clonotypes.TRB.txt,6234
670004610808_S157_L002.clonotypes.TRB.txt,13860
670004940808_S159_L002.clonotypes.TRB.txt,7267
670004780808_S176_L002.clonotypes.TRB.txt,8504
670005230808_S178_L002.clonotypes.TRB.txt,7659
440001980101_S87_L001.clonotypes.TRB.txt,62824
630000750808_S126_L002.clonotypes.TRB.txt,13853
330000730808_S73_L001.clonotypes.TRB.txt,12309
520000800101_S131_L002.clonotypes.TRB.txt,22708
690002180808_S18_L001.clonotypes.TRB.txt,10880
730000950808_S34_L001.clonotypes.TRB.txt,7361
250003110808_S100_L002.clonotypes.TRB.txt,18325
730002760808_S50_L001.clonotypes.TRB.txt,7424
460000160808_S8_L001.clonotypes.TRB.txt,13275
630001240808_S112_L002.clonotypes.TRB.txt,8647
670005550808_S7_L001.clonotypes.TRB.txt,5441
630002590808_S107_L002.clonotypes.TRB.txt,13861
670004820101_S174_L002.clonotypes.TRB.txt,30886
630001450808_S116_L002.clonotypes.TRB.txt,22968
690000780101_S192_L002.clonotypes.TRB.txt,42081
330000650808_S71_L001.clonotypes.TRB.txt,7876
670005050808_S158_L002.clonotypes.TRB.txt,11667
470000040808_S70_L001.clonotypes.TRB.txt,28927
670004670808_S168_L002.clonotypes.TRB.txt,8310
670004680808_S14_L001.clonotypes.TRB.txt,17453
260002890808_S87_L001.clonotypes.TRB.txt,12871
460002650808_S15_L001.clonotypes.TRB.txt,20047
670007900808_S136_L002.clonotypes.TRB.txt,11779
630000860808_S123_L002.clonotypes.TRB.txt,7213
730003500101_S128_L002.clonotypes.TRB.txt,26700
670004950808_S142_L002.clonotypes.TRB.txt,11553
730001590808_S57_L001.clonotypes.TRB.txt,14705
330000740808_S76_L001.clonotypes.TRB.txt,7969
470002740808_S72_L001.clonotypes.TRB.txt,17515
730003130808_S38_L001.clonotypes.TRB.txt,8806
590002690101_S188_L002.clonotypes.TRB.txt,15262
730000420808_S25_L001.clonotypes.TRB.txt,11454
730000960808_S35_L001.clonotypes.TRB.txt,11759
330000660808_S67_L001.clonotypes.TRB.txt,5685
260002920808_S96_L001.clonotypes.TRB.txt,4173
670005350101_S118_L002.clonotypes.TRB.txt,22292
250003530808_S98_L002.clonotypes.TRB.txt,11719
330000520808_S63_L001.clonotypes.TRB.txt,16419
630001250808_S111_L002.clonotypes.TRB.txt,10916
500003980101_S154_L002.clonotypes.TRB.txt,21979
670005110808_S179_L002.clonotypes.TRB.txt,6660
590002180101_S108_L002.clonotypes.TRB.txt,20779
670005410808_S162_L002.clonotypes.TRB.txt,16378
460002030808_S16_L001.clonotypes.TRB.txt,17277
630001500808_S118_L002.clonotypes.TRB.txt,8243
670004810808_S147_L002.clonotypes.TRB.txt,14896
670005280808_S161_L002.clonotypes.TRB.txt,14304
250002800101_S165_L002.clonotypes.TRB.txt,23003
670005640808_S8_L001.clonotypes.TRB.txt,13163
670002450808_S189_L002.clonotypes.TRB.txt,19017
460000170808_S6_L001.clonotypes.TRB.txt,13182
260004160808_S93_L001.clonotypes.TRB.txt,4831
670004960808_S165_L002.clonotypes.TRB.txt,9093
330000680808_S64_L001.clonotypes.TRB.txt,5524
670004790808_S16_L001.clonotypes.TRB.txt,11091
460002740808_S11_L001.clonotypes.TRB.txt,10401
730001630808_S52_L001.clonotypes.TRB.txt,9383
670004700808_S154_L002.clonotypes.TRB.txt,13125
470002830808_S69_L001.clonotypes.TRB.txt,9632
630001340808_S113_L002.clonotypes.TRB.txt,7324
730003150808_S37_L001.clonotypes.TRB.txt,11753
730000500808_S26_L001.clonotypes.TRB.txt,11181
670005320808_S128_L002.clonotypes.TRB.txt,6487
470001570808_S67_L001.clonotypes.TRB.txt,14849
630000880808_S114_L002.clonotypes.TRB.txt,14340
780008460808_S151_L002.clonotypes.TRB.txt,7558
640000110101_S160_L002.clonotypes.TRB.txt,36913
730001810101_S183_L002.clonotypes.TRB.txt,37622
670004830808_S143_L002.clonotypes.TRB.txt,8525
670004880101_S182_L002.clonotypes.TRB.txt,17300
670002260808_S15_L001.clonotypes.TRB.txt,19553
330000750808_S78_L001.clonotypes.TRB.txt,13052
770101710808_S79_L001.clonotypes.TRB.txt,11216
630001510808_S120_L002.clonotypes.TRB.txt,11033
730001190808_S36_L001.clonotypes.TRB.txt,13318
670005130808_S175_L002.clonotypes.TRB.txt,14283
500003560808_S51_L001.clonotypes.TRB.txt,8477
670004800808_S2_L001.clonotypes.TRB.txt,7762
670005330808_S126_L002.clonotypes.TRB.txt,4740
330000540808_S65_L001.clonotypes.TRB.txt,13177
520001620101_S170_L002.clonotypes.TRB.txt,27234
730000380101_S191_L002.clonotypes.TRB.txt,23299
630001430808_S125_L002.clonotypes.TRB.txt,9587
730002210808_S51_L001.clonotypes.TRB.txt,12051
670005420808_S160_L002.clonotypes.TRB.txt,17479
780008500808_S147_L002.clonotypes.TRB.txt,11218
670004510808_S167_L002.clonotypes.TRB.txt,13847
210002900808_S144_L002.clonotypes.TRB.txt,14561
730000530808_S27_L001.clonotypes.TRB.txt,11806
630001110808_S115_L002.clonotypes.TRB.txt,9877
210001870808_S127_L002.clonotypes.TRB.txt,15274
500004190101_S138_L002.clonotypes.TRB.txt,23453
730004100808_S46_L001.clonotypes.TRB.txt,12830
550001010808_S147_L002.clonotypes.TRB.txt,18691
330000800808_S62_L001.clonotypes.TRB.txt,11755
330000560808_S77_L001.clonotypes.TRB.txt,7614
910000140808_S123_L002.clonotypes.TRB.txt,26950
210000500808_S161_L002.clonotypes.TRB.txt,21744
550001480808_S114_L002.clonotypes.TRB.txt,19884
670005390101_S126_L002.clonotypes.TRB.txt,28079
670005650808_S11_L001.clonotypes.TRB.txt,21361
780008510808_S152_L002.clonotypes.TRB.txt,6789
550001680808_S180_L002.clonotypes.TRB.txt,14222
210004320808_S105_L002.clonotypes.TRB.txt,20753
590002880101_S101_L002.clonotypes.TRB.txt,29263
730002430808_S47_L001.clonotypes.TRB.txt,8748
670004850808_S5_L001.clonotypes.TRB.txt,12762
640000470808_S21_L001.clonotypes.TRB.txt,13744
670004540808_S9_L001.clonotypes.TRB.txt,17067
640001950808_S61_L001.clonotypes.TRB.txt,9535
550002680808_S155_L002.clonotypes.TRB.txt,17673
730001460808_S53_L001.clonotypes.TRB.txt,16610
630001440808_S121_L002.clonotypes.TRB.txt,12441
770104400808_S60_L001.clonotypes.TRB.txt,18428
640000850101_S176_L002.clonotypes.TRB.txt,20648
630001520808_S117_L002.clonotypes.TRB.txt,21120
670005460808_S137_L002.clonotypes.TRB.txt,12961
550002560808_S178_L002.clonotypes.TRB.txt,17672
590002210101_S109_L002.clonotypes.TRB.txt,28741
470001820808_S60_L001.clonotypes.TRB.txt,23091
330000860808_S75_L001.clonotypes.TRB.txt,9518
780008550808_S150_L002.clonotypes.TRB.txt,8721
330000590808_S70_L001.clonotypes.TRB.txt,8185
670005680808_S3_L001.clonotypes.TRB.txt,8459
210002930808_S135_L002.clonotypes.TRB.txt,13011
520001650101_S99_L002.clonotypes.TRB.txt,17303
730004350101_S112_L002.clonotypes.TRB.txt,40021
910000320808_S121_L002.clonotypes.TRB.txt,10742
470002850808_S59_L001.clonotypes.TRB.txt,28305
730002460808_S48_L001.clonotypes.TRB.txt,7933
730001830101_S175_L002.clonotypes.TRB.txt,24668
770104420808_S61_L001.clonotypes.TRB.txt,2995
640001680808_S14_L001.clonotypes.TRB.txt,6577
440002510808_S32_L001.clonotypes.TRB.txt,48322
730000540808_S29_L001.clonotypes.TRB.txt,15649
730000400101_S104_L002.clonotypes.TRB.txt,19549
210000600808_S129_L002.clonotypes.TRB.txt,12606
670004870808_S12_L001.clonotypes.TRB.txt,10197
550001850808_S122_L002.clonotypes.TRB.txt,11617
670005710808_S4_L001.clonotypes.TRB.txt,4243
640001980808_S85_L001.clonotypes.TRB.txt,9627
630001140808_S110_L002.clonotypes.TRB.txt,18070
730004360808_S39_L001.clonotypes.TRB.txt,17275
780003930808_S76_L001.clonotypes.TRB.txt,3521
780003310808_S68_L001.clonotypes.TRB.txt,4135
550001080808_S146_L002.clonotypes.TRB.txt,24624
670004920101_S103_L002.clonotypes.TRB.txt,30195
670005400101_S134_L002.clonotypes.TRB.txt,16891
780004990808_S148_L002.clonotypes.TRB.txt,5313
210004500808_S119_L002.clonotypes.TRB.txt,14803
780004090808_S60_L001.clonotypes.TRB.txt,4709
730002480808_S49_L001.clonotypes.TRB.txt,7218
640001690808_S22_L001.clonotypes.TRB.txt,7278
640003520808_S89_L001.clonotypes.TRB.txt,11243
640002090808_S65_L001.clonotypes.TRB.txt,13302
730001480808_S54_L001.clonotypes.TRB.txt,12734
550002690808_S132_L002.clonotypes.TRB.txt,19114
590004310101_S132_L002.clonotypes.TRB.txt,17821
780004640808_S77_L001.clonotypes.TRB.txt,8904
640001990808_S93_L001.clonotypes.TRB.txt,4509
780003330808_S44_L001.clonotypes.TRB.txt,4264
780005230808_S131_L002.clonotypes.TRB.txt,1948
340003480808_S131_L002.clonotypes.TRB.txt,3956
910003810808_S120_L002.clonotypes.TRB.txt,10918
730000910808_S33_L001.clonotypes.TRB.txt,10976
670004550808_S6_L001.clonotypes.TRB.txt,17469
640001870808_S54_L001.clonotypes.TRB.txt,27703
210003070808_S84_L001.clonotypes.TRB.txt,12616
760000320808_S106_L002.clonotypes.TRB.txt,11856
590002550101_S147_L002.clonotypes.TRB.txt,15245
470003150808_S68_L001.clonotypes.TRB.txt,12859
550001180808_S115_L002.clonotypes.TRB.txt,12414
640003580808_S34_L001.clonotypes.TRB.txt,8201
210001500808_S145_L002.clonotypes.TRB.txt,12467
210000460808_S175_L002.clonotypes.TRB.txt,20268
640002380808_S17_L001.clonotypes.TRB.txt,18133
550001560808_S154_L002.clonotypes.TRB.txt,28221
550002620808_S172_L002.clonotypes.TRB.txt,18007
780003480808_S43_L001.clonotypes.TRB.txt,7607
780004650808_S78_L001.clonotypes.TRB.txt,9196
780005290808_S130_L002.clonotypes.TRB.txt,8150
470001040807_S112_L002.clonotypes.TRB.txt,16238
730000410101_S167_L002.clonotypes.TRB.txt,17140
210002010808_S128_L002.clonotypes.TRB.txt,33207
780003510808_S92_L001.clonotypes.TRB.txt,3549
670004600808_S13_L001.clonotypes.TRB.txt,8799
640001880808_S62_L001.clonotypes.TRB.txt,12358
730001500808_S55_L001.clonotypes.TRB.txt,14262
640003070808_S11_L001.clonotypes.TRB.txt,25971
730003390101_S136_L002.clonotypes.TRB.txt,23999
550000660808_S156_L002.clonotypes.TRB.txt,21869
550001590808_S179_L002.clonotypes.TRB.txt,9257
630001530808_S119_L002.clonotypes.TRB.txt,29574
210000470808_S143_L002.clonotypes.TRB.txt,13266
210003260808_S137_L002.clonotypes.TRB.txt,11665
550002710808_S185_L002.clonotypes.TRB.txt,15963
550001240808_S130_L002.clonotypes.TRB.txt,17940
640001780808_S30_L001.clonotypes.TRB.txt,17732
640003600808_S42_L001.clonotypes.TRB.txt,17967
670002310101_S135_L002.clonotypes.TRB.txt,34828
550002130808_S107_L002.clonotypes.TRB.txt,23673
780003520808_S12_L001.clonotypes.TRB.txt,8372
670004990808_S10_L001.clonotypes.TRB.txt,23809
640002700808_S73_L001.clonotypes.TRB.txt,15394
640003080808_S29_L001.clonotypes.TRB.txt,7362
550002640808_S171_L002.clonotypes.TRB.txt,14898
780003890808_S35_L001.clonotypes.TRB.txt,2416
210002120808_S169_L002.clonotypes.TRB.txt,15993
210001740808_S153_L002.clonotypes.TRB.txt,14357
640001890808_S70_L001.clonotypes.TRB.txt,13019
670005040101_S110_L002.clonotypes.TRB.txt,29618
550003260808_S186_L002.clonotypes.TRB.txt,8084
210003310808_S112_L002.clonotypes.TRB.txt,6950
550002140808_S123_L002.clonotypes.TRB.txt,7079
630001930808_S122_L002.clonotypes.TRB.txt,14925
550000710808_S139_L002.clonotypes.TRB.txt,14949
640002010808_S78_L001.clonotypes.TRB.txt,25453
580001990808_S59_L001.clonotypes.TRB.txt,6572
640002180808_S33_L001.clonotypes.TRB.txt,31285
730003400101_S144_L002.clonotypes.TRB.txt,16662
550001610808_S148_L002.clonotypes.TRB.txt,21948
730003910808_S67_L001.clonotypes.TRB.txt,20310
640000210808_S13_L001.clonotypes.TRB.txt,8057
640001910808_S37_L001.clonotypes.TRB.txt,16418
550002480808_S170_L002.clonotypes.TRB.txt,9039
210001750808_S111_L002.clonotypes.TRB.txt,18807
550002650808_S108_L002.clonotypes.TRB.txt,20578
640001850808_S38_L001.clonotypes.TRB.txt,22563
780002150808_S52_L001.clonotypes.TRB.txt,5262
640003090808_S5_L001.clonotypes.TRB.txt,25613
670004580101_S111_L002.clonotypes.TRB.txt,27943
640002020808_S39_L001.clonotypes.TRB.txt,19329
780003220808_S28_L001.clonotypes.TRB.txt,5594
640002710808_S94_L001.clonotypes.TRB.txt,31838
640001920808_S45_L001.clonotypes.TRB.txt,11634
210004070808_S121_L002.clonotypes.TRB.txt,23911
550001250808_S164_L002.clonotypes.TRB.txt,37368
640003130808_S90_L001.clonotypes.TRB.txt,7508
640002210808_S15_L001.clonotypes.TRB.txt,22911
640001860808_S46_L001.clonotypes.TRB.txt,15244
210002410808_S177_L002.clonotypes.TRB.txt,36643
550001640808_S140_L002.clonotypes.TRB.txt,19049
550002660808_S124_L002.clonotypes.TRB.txt,17123
550000750808_S138_L002.clonotypes.TRB.txt,29577
550001450808_S163_L002.clonotypes.TRB.txt,6780
550002510808_S162_L002.clonotypes.TRB.txt,23654
640001930808_S53_L001.clonotypes.TRB.txt,14830
640002070808_S176_L002.clonotypes.TRB.txt,20888
640003430808_S50_L001.clonotypes.TRB.txt,14005
550002670808_S116_L002.clonotypes.TRB.txt,12654
210002440808_S113_L002.clonotypes.TRB.txt,15962
640002220808_S31_L001.clonotypes.TRB.txt,19884
210001800808_S136_L002.clonotypes.TRB.txt,38213
640002890808_S49_L001.clonotypes.TRB.txt,28597
640003490808_S58_L001.clonotypes.TRB.txt,21190
210002850808_S120_L002.clonotypes.TRB.txt,23356
550001670808_S187_L002.clonotypes.TRB.txt,29459
640002280808_S25_L001.clonotypes.TRB.txt,26519
640002910808_S86_L001.clonotypes.TRB.txt,20842
640002310808_S7_L001.clonotypes.TRB.txt,14354
640002920808_S23_L001.clonotypes.TRB.txt,13829
